timestamp,src_ip,dst_ip,username,department,protocol,source_port,destination_port,packet_size,bytes_sent,bytes_received,session_duration,login_time,logout_time,login_success,failed_login_count,file_access_count,email_sent_count,usb_inserted,database_queries,privilege_level,access_sensitive_data,off_hours_activity,geo_location,vpn_used,anomaly_score,insider_threat_label,hour,dayofweek,month,degree_centrality,betweenness,closeness,pagerank,clustering,avg_bytes_sent,avg_bytes_received,avg_file_access,avg_failed_login,avg_db_queries,bytes_sent_drift,file_access_drift,login_drift,db_drift,date,drift_score,fractional_file_access,fractional_login_memory,fractional_network_memory,fractional_db_memory,file_access_gap,login_gap,network_gap,db_gap,fractional_risk_score
2026-06-11 00:22:54,192.168.232.209,192.168.65.82,user_1,2,3,43484,443,1431,-0.4434600414249647,0.7161721816498035,2448,2026-06-11 00:22:54,,1,-0.9675724709699152,0.1518289757262381,12,0,0.2504426705979235,0,1,0,0,1,71.78,0,0.0,3.0,6.0,0.0041211252463716,0.0045358625749303,0.3466459627329192,0.0011385963615361,0,-0.0479939045366726,0.3480499898976578,-0.0343913045360227,0.203858462150845,-0.0802915534199646,-0.3954661368882921,0.1862202802622609,-1.1714309331207602,0.3307342240178881,2026-06-11,0.4604875621973328,0.1518289757262381,-0.9675724709699152,-0.4434600414249647,0.2504426705979235,0.0,0.0,0.0,0.0,0.04616261585588689
2026-06-11 06:56:12,10.80.186.201,192.168.96.182,user_1,4,5,64219,445,1437,0.086523518236932,0.6188073177313608,1405,2026-06-11 06:56:12,,1,0.3340174547198184,-0.4325174209587875,26,0,-1.3625644055548916,0,0,0,3,1,31.08,0,6.0,3.0,6.0,0.0041211252463716,0.0045358625749303,0.3466459627329192,0.0011385963615361,0,-0.0479939045366726,0.3480499898976578,-0.0343913045360227,0.203858462150845,-0.0802915534199646,0.1345174227736046,-0.3981261164227647,0.1301589925689733,-1.282272852134927,2026-06-11,0.3538647571284746,-0.19190419879436518,-0.20193133821124837,-0.13170500632973134,-0.6983850212566737,-0.2406132221644223,0.5359487929310668,0.21822852456666333,-0.6641793842982179,0.3249377039276956
2026-06-11 13:06:30,172.27.247.134,172.18.182.125,user_1,0,0,19973,22,415,1.5645780205864817,1.4967060310118052,5582,2026-06-11 13:06:30,,0,5.280059172340806,1.725069274493615,31,1,1.408012454660532,2,1,1,3,1,77.27,1,13.0,3.0,6.0,0.0041211252463716,0.0045358625749303,0.3466459627329192,0.0011385963615361,0,-0.0479939045366726,0.3480499898976578,-0.0343913045360227,0.203858462150845,-0.0802915534199646,1.6125719251231545,1.7594605790296376,5.076200710189961,1.4883040080804966,2026-06-11,2.351626351994843,0.6834261543051692,2.3012606757394614,0.6428534534493614,0.26344031021237,1.0416431201884457,2.9787984966013448,0.9217245671371203,1.144572144448162,1.442331258084681
2026-06-11 13:42:42,172.25.29.3,172.21.120.250,user_1,1,4,48460,80,669,-0.2586239062334608,0.0604655100065477,4866,2026-06-11 13:42:42,,1,0.0736994695818717,-0.837064926356113,7,0,-0.0342056369584556,2,0,0,2,0,60.7,0,13.0,3.0,6.0,0.0041211252463716,0.0045358625749303,0.3466459627329192,0.0011385963615361,0,-0.0479939045366726,0.3480499898976578,-0.0343913045360227,0.203858462150845,-0.0802915534199646,-0.2106300016967882,-0.8026736218200902,-0.1301589925689734,0.046085916461509,2026-06-11,0.4148988393970181,0.08315332340849246,1.4218444869682059,0.28696029921216354,0.14593302747615777,-0.9202182497646054,-1.348145017386334,-0.5455842054456244,-0.18013866443461338,0.7144289295150901
2026-06-11 17:29:06,172.20.109.125,172.28.129.227,user_1,2,2,43983,445,834,-0.3787117478787147,0.3529567238441836,1883,2026-06-11 17:29:06,,0,-0.4469365006940217,-0.6272995531871294,21,0,-0.8122443442792252,2,0,0,1,0,25.93,0,17.0,3.0,6.0,0.0041211252463716,0.0045358625749303,0.3466459627329192,0.0011385963615361,0,-0.0479939045366726,0.3480499898976578,-0.0343913045360227,0.203858462150845,-0.0802915534199646,-0.3307178433420421,-0.5929082486511066,-0.6507949628448668,-0.7319527908592606,2026-06-11,0.5397329241179547,-0.1730411436484553,0.7479484905518388,0.04691412450123414,-0.1995926916668169,-0.4542584095386741,-1.1948849912458606,-0.42562587237994887,-0.6126516526124083,0.5757320128959541
2026-06-11 19:05:48,172.23.133.7,172.18.255.202,user_1,0,1,4799,443,206,-0.8927999669849008,-0.5420218416389356,1799,2026-06-11 19:05:48,,1,-0.186618515556075,0.4514937945390718,0,0,0.1365833475753718,0,0,1,0,1,18.65,0,19.0,3.0,6.0,0.0041211252463716,0.0045358625749303,0.3466459627329192,0.0011385963615361,0,-0.0479939045366726,0.3480499898976578,-0.0343913045360227,0.203858462150845,-0.0802915534199646,-0.8448060624482282,0.4858850990750946,-0.3904769777069201,0.2168749009953364,2026-06-11,0.547578744005424,0.039301202488465435,0.4301950094174896,-0.2725893695117386,-0.08529258686424217,0.4121925920506064,-0.6168135249735647,-0.6202105974731622,0.22187593443961395,0.4481219295851847
,172.25.94.208,192.168.190.130,user_1,4,0,56723,3389,1062,-0.8110337642379429,1.4311362006029276,2907,,,1,0.3340174547198184,0.301661385132655,13,0,-1.1158692056726962,0,1,0,2,0,26.65,0,,,,0.0041211252463716,0.0045358625749303,0.3466459627329192,0.0011385963615361,0,-0.0479939045366726,0.3480499898976578,-0.0343913045360227,0.203858462150845,-0.0802915534199646,-0.7630398597012703,0.3360526896686778,0.1301589925689733,-1.0355776522527316,,0.49292259751692,0.12507292766873587,0.39875230074539386,-0.4486195284476562,-0.4222123649905236,0.17658845746391913,-0.06473484602557544,-0.36241423579028675,-0.6936568406821726,0.25717815705841107
,10.178.51.200,10.192.114.59,user_1,1,4,58794,22,480,0.8005157526973706,-0.8406548404642079,2420,,,1,-0.186618515556075,-0.267701770611729,8,0,-0.8122443442792252,0,0,1,0,1,37.29,0,,,,0.0041211252463716,0.0045358625749303,0.3466459627329192,0.0011385963615361,0,-0.0479939045366726,0.3480499898976578,-0.0343913045360227,0.203858462150845,-0.0802915534199646,0.8485096572340433,-0.2333104660757062,-0.3904769777069201,-0.7319527908592606,,0.4991677582278055,3.216717313860187e-05,0.21239810745670493,-0.05095433718137779,-0.5463799743639707,-0.2677339377848676,-0.39901662301277996,0.8514700898787484,-0.26586436991525453,0.4070345963642256
,10.106.42.191,172.16.150.212,user_1,5,3,15956,22,1181,1.1891405308222072,1.8857019241674355,2202,,2026-06-11 12:17:48,1,-0.9675724709699152,-0.6872325169496961,7,0,-0.6604319135824896,0,1,1,3,1,53.63,0,,,,0.0041211252463716,0.0045358625749303,0.3466459627329192,0.0011385963615361,0,-0.0479939045366726,0.3480499898976578,-0.0343913045360227,0.203858462150845,-0.0802915534199646,1.2371344353588798,-0.6528412124136733,-1.1714309331207602,-0.580140360162525,,0.924577038213538,-0.21481718435967173,-0.15647857056774536,0.3367181045792359,-0.5820343383204616,-0.4724153325900244,-0.8110939004021698,0.8524224262429713,-0.07839757526202806,0.5748391860897457
,192.168.37.138,10.190.37.187,user_1,4,1,53223,80,933,0.3486664425890811,0.6824358755010945,184,,,1,-0.7072544858319685,-0.4025509390775041,22,0,0.060677132227004,1,0,0,0,1,51.13,0,,,,0.0041211252463716,0.0045358625749303,0.3466459627329192,0.0011385963615361,0,-0.0479939045366726,0.3480499898976578,-0.0343913045360227,0.203858462150845,-0.0802915534199646,0.3966603471257537,-0.3681596345414813,-0.9111129479828136,0.1409686856469686,,0.4625814161155782,-0.27277446037232506,-0.3265144375330066,0.3404068025705477,-0.38361607224462996,-0.12977647870517905,-0.3807400482989619,0.00825964001853341,0.44429320447163395,0.20753420296992764
,192.168.1.52,172.24.73.82,user_1,1,1,59619,22,949,0.0490737024100086,-0.1204259562328539,2067,,2026-06-11 17:07:12,1,-0.9675724709699152,-0.4475006618994291,22,0,0.4971378704801187,0,0,0,1,1,51.94,0,,,,0.0041211252463716,0.0045358625749303,0.3466459627329192,0.0011385963615361,0,-0.0479939045366726,0.3480499898976578,-0.0343913045360227,0.203858462150845,-0.0802915534199646,0.0970676069466812,-0.4131093573634063,-1.1714309331207602,0.5774294239000833,,0.4863931540435272,-0.3262497010655674,-0.5227113006065596,0.2512438292051785,-0.11405988280602401,-0.12125096083386172,-0.4448611703633556,-0.2021701267951699,0.6111977532861427,0.27565449805098424
