timestamp,src_ip,dst_ip,username,department,protocol,source_port,destination_port,packet_size,bytes_sent,bytes_received,session_duration,login_time,logout_time,login_success,failed_login_count,file_access_count,email_sent_count,usb_inserted,database_queries,privilege_level,access_sensitive_data,off_hours_activity,geo_location,vpn_used,anomaly_score,insider_threat_label,hour,dayofweek,month,degree_centrality,betweenness,closeness,pagerank,clustering,avg_bytes_sent,avg_bytes_received,avg_file_access,avg_failed_login,avg_db_queries,bytes_sent_drift,file_access_drift,login_drift,db_drift,date,drift_score,fractional_file_access,fractional_login_memory,fractional_network_memory,fractional_db_memory,file_access_gap,login_gap,network_gap,db_gap,fractional_risk_score,iso_prediction,iso_anomaly,iso_score,lof_anomaly,lof_score,ocsvm_anomaly,ocsvm_score,iso_norm,lof_norm,ocsvm_norm,combined_anomaly_score,risk_category,threat_probability,threat_level,investigation_reason
2026-06-11 05:46:36,172.23.108.64,10.252.155.155,user_445,5,1,15292,445,1017,2.4847853436081,1.92642011777348,7218,2026-06-11 05:46:36,2026-06-11 06:04:36,1,4.238787231789019,4.6767677398000265,27,0,1.332106239312164,0,1,1,2,0,91.35,1,5.0,3.0,6.0,0.0048378426805232,0.0064420975660661,0.346818294804872,0.0014748828881639,0,0.3536747103754394,0.1626619858268597,-0.0063274564249796,-0.0275353024162186,0.2072182979689918,2.1311106332326606,4.683095196225006,4.266322534205238,1.1248879413431725,2026-06-11,3.478324569435165,4.6767677398000265,4.238787231789019,2.4847853436081,1.332106239312164,0.0,0.0,0.0,0.0,0.3479799452323329,-1,1,0.7277347710342428,1,1.6037181661655342,1,55.59389193444933,1.0,0.1504997578597929,0.9998453519808408,0.7451035329521901,High,0.9999983088276488,Critical,High Anomaly Score; Behavior Drift
,192.168.198.111,172.23.58.117,user_404,4,2,29628,80,401,2.051749666770093,0.6236738874163872,8178,,,1,2.156243350685445,1.6052033469684814,54,0,0.6299737473397623,1,1,1,2,1,88.22,1,,,,0.0039419458878337,0.0050122486742365,0.3466029064712458,0.0011786608343096,0,0.3804246094393069,0.2730064143075786,0.0073477237986218,-0.0564595229871016,0.0227240245528202,1.671325057330786,1.5978556231698595,2.212702873672547,0.6072497227869421,,1.6438053134803832,1.200669744107759,1.2277793385422515,1.2318971764020716,0.3562992847201561,0.4045336028607225,0.9284640121431932,0.8198524903680213,0.2736744626196061,0.6628892250538897,-1,1,0.5390095092865238,0,1.1166330643144369,1,8.361947448635483,0.4777562710961642,0.0367699192714025,0.5154951877526893,0.3567820405456933,Medium,0.9999981598502086,Critical,High Anomaly Score; Behavior Drift
2026-06-11 22:20:18,10.49.196.126,172.27.170.14,user_301,2,3,44490,445,71,0.8934478487190535,2.56244462777107,6029,2026-06-11 22:20:18,2026-06-11 02:49:18,1,3.718151261513126,4.362119680046551,24,0,0.5161144243172107,1,1,1,3,1,96.55,1,22.0,3.0,6.0,0.0030460490951442,0.0032240037085341,0.3463877855014896,0.0008459338757628,0,0.0897795673823015,0.2573838182038473,0.5214155855953997,0.5364869987159993,-0.1333054181077136,0.8036682813367519,3.840704094451152,3.1816642627971268,0.6494198424249242,2026-06-11,2.478656958983404,2.782709811480087,2.431874158478566,0.7897104338267089,0.0629096679725443,1.5794098685664646,1.28627710303456,0.1037374148923445,0.4532047563446663,1.0450966290757038,-1,1,0.5716691075286745,1,1.1895477426407102,1,30.137472842450617,0.568132462457775,0.0537948181345719,0.7387970106072711,0.4650305336056629,Medium,0.9999975390328927,Critical,High Fractional Risk; High Anomaly Score; Behavior Drift
2026-06-11 05:21:06,192.168.18.105,172.23.151.35,user_582,4,3,9540,443,556,0.7615633922408029,0.2848900151787519,5780,2026-06-11 05:21:06,,1,1.1149714101336587,2.0097508523658068,28,0,2.9261367616278875,1,1,1,2,0,96.17,1,5.0,3.0,6.0,0.00340440781222,0.003582163804629,0.3464738018375962,0.0009382365229096,0,-0.2768565812977759,-0.280890213775774,0.1832937817015856,-0.1085231200146909,0.1062208614360247,1.0384199735385788,1.8264570706642207,1.2234945301483495,2.819915900191863,2026-06-11,1.5687993163761185,2.0097508523658068,1.1149714101336587,0.7615633922408029,2.9261367616278875,0.0,0.0,0.0,0.0,0.1569737552899028,-1,1,0.5670693213118417,1,1.3095200955311397,1,37.0387885676417,0.5554038564206543,0.0818072461013568,0.8095680415541464,0.4895741288649127,Medium,0.9999949800753692,Critical,High Anomaly Score; Behavior Drift
,10.46.239.168,192.168.212.29,user_100,3,2,28971,22,504,2.0143307119368465,1.7126926942473166,7513,,,1,2.156243350685445,1.874901683900032,32,0,1.8634497467507385,1,1,1,4,0,74.65,1,,,,0.0043003046049095,0.0055896190269116,0.3466890296931296,0.0012931195635139,0,0.088259690232771,0.3396560776219801,0.3756411372770732,-0.1215390192715883,0.1116766206641887,1.9260710217040755,1.499260546622959,2.277782369957033,1.7517731260865497,,1.808259311760468,0.49734227692796,0.221091366715915,0.6261927932700936,0.0969052619565954,1.377559406972072,1.93515198396953,1.3881379186667528,1.7665444847941432,1.4355354942306908,-1,1,0.5800334967890721,0,1.124512876473836,1,17.7267563522728,0.5912785415618673,0.0386097820830335,0.6115286409552001,0.431552943536217,Medium,0.9999946863703143,Critical,High Fractional Risk; High Anomaly Score; Behavior Drift
2026-06-11 02:52:54,172.30.94.230,192.168.200.183,user_163,3,1,52593,22,652,0.6650938548189049,1.3254539875322906,4497,2026-06-11 02:52:54,2026-06-11 17:49:54,0,4.759423202064912,3.4331587417267664,38,0,2.5466056848860488,2,1,0,2,0,76.75,1,2.0,3.0,6.0,0.0041211252463716,0.005012644461286,0.3466459627329192,0.0012012658904929,0,0.1788083600251591,-0.0659812676498682,0.311293468594496,0.3712057383109536,-0.0992681072570565,0.4862854947937458,3.1218652731322702,4.388217463753959,2.6458737921431053,2026-06-11,2.5368626296561345,1.676972386907902,1.9054346983379256,0.2069340351748059,0.7621164167533022,1.7561863548188643,2.8539885037269865,0.458159819644099,1.7844892681327464,1.6215408874878143,-1,1,0.643085755095371,0,1.110278485493961,1,30.54783766263837,0.7657578147060593,0.0352861842509648,0.7430051851852009,0.5397905367132735,Medium,0.9999945375817951,Critical,High Fractional Risk; High Anomaly Score; Behavior Drift
2026-06-11 00:07:36,10.32.96.112,10.145.80.248,user_305,2,4,35100,445,764,1.2109399652307304,2.855642063206739,2924,2026-06-11 00:07:36,,1,1.3752893952716054,6.429806929855103,24,1,1.7875435314023709,2,1,1,3,1,79.53,1,0.0,3.0,6.0,0.0030460490951442,0.0030553360112378,0.3463877855014896,0.0008286815682395,0,0.0951680254657626,-0.0243431876062596,0.399884853521306,0.1315479107236376,-0.3504815342433212,1.115771939764968,6.029922076333797,1.2437414845479675,2.1380250656456923,2026-06-11,3.209251215937172,6.429806929855103,1.3752893952716054,1.2109399652307304,1.7875435314023709,0.0,0.0,0.0,0.0,0.3210079897505412,-1,1,0.6059091477392937,1,1.5336147650009375,1,54.85222243051107,0.6628820795032906,0.1341312660528231,0.9922397420499728,0.603064134232155,Medium,0.9999943595343028,Critical,High Anomaly Score; Behavior Drift
2026-06-11 00:29:48,172.21.185.164,192.168.126.225,user_123,5,1,46225,443,557,0.7583557777105098,-0.3190465969025062,9905,2026-06-11 00:29:48,,1,1.635607380409552,4.122387824996284,26,0,1.2562000239637965,1,1,1,4,0,80.42,1,0.0,3.0,6.0,0.0032252284536821,0.0035818297720832,0.3464307883302296,0.000910867491231,0,0.1602566043297917,-0.1126543389837844,0.1982770226422274,-0.0043959259595123,0.1024255506686064,0.5980991733807179,3.924110802354057,1.6400033063690642,1.15377447329519,2026-06-11,2.1924521815591698,4.122387824996284,1.635607380409552,0.7583557777105098,1.2562000239637965,0.0,0.0,0.0,0.0,0.21933630490504,-1,1,0.5660376786457029,1,1.2634736850141546,1,46.06604638419135,0.5525490774267279,0.0710558377421818,0.9021400043131416,0.5129783835872882,Medium,0.9999928614471493,Critical,High Anomaly Score; Behavior Drift
2026-06-11 09:14:06,192.168.48.129,172.22.194.202,user_132,0,3,47609,445,1443,0.7022215590243256,0.5675761286778152,5781,2026-06-11 09:14:06,,0,3.718151261513126,3.4930917054893333,26,0,3.3436209460439104,0,0,1,1,0,75.36,1,9.0,3.0,6.0,0.0026876903780684,0.0028658606062055,0.3463018118639861,0.0007537820018941,0,0.3342558051510454,0.2248182956292082,0.9908904684021724,0.4641764472887918,0.8932734318294131,0.3679657538732801,2.502201237087161,3.253974814224334,2.450347514214497,2026-06-11,2.007099935263165,3.4930917054893333,3.718151261513126,0.7022215590243256,3.3436209460439104,0.0,0.0,0.0,0.0,0.2007853717265059,-1,1,0.63587620424574,1,1.3879246985954423,1,53.4250283440462,0.7458074239392618,0.1001139913029702,0.9776042723971762,0.6216384486857487,Medium,0.9999919880995916,Critical,High Anomaly Score; Behavior Drift
2026-06-11 12:37:48,172.22.90.229,10.106.241.143,user_315,4,1,26410,445,681,0.4430065714472728,2.2228273471073194,4147,2026-06-11 12:37:48,2026-06-11 21:44:48,1,1.895925365547499,2.459248080585057,34,0,1.9203794082620145,1,0,0,1,1,74.91,1,12.0,3.0,6.0,0.0030460490951442,0.0035815865837222,0.3463877855014896,0.0008853760161262,0,0.487280717382212,0.2476279562747426,0.5309049715244727,0.2298902606646398,0.7229588611415129,-0.0442741459349392,1.9283431090605845,1.6660351048828592,1.1974205471205015,2026-06-11,1.2375685630933375,1.8607998100735448,1.4671663312026455,0.6852720659235706,2.404839665044244,0.5984482705115117,0.4287590343448535,-0.2422654944762978,-0.4844602567822291,0.4860308065068531,-1,1,0.5414781386596995,1,1.1827734113727373,1,22.801794163550937,0.4845875039538629,0.0522130748237564,0.6635717110450825,0.4085704373421969,Medium,0.9999917604855841,Critical,High Anomaly Score; Behavior Drift
